sku,title,signal_url,product_url,family,product_type,pack_count,pack_class,price,unit_price,unit_price_band,inventory,weight,weight_unit,unit_weight,unit_weight_band,length,width,height,cube_inches,unit_cube_inches,status,merchant_status,merchant_availability
INC484060,"48x40x60 Cool Barrier Bubble Pallet Cover - Thermal Protection, Case of 5",https://packrift.github.io/products/inc484060-48x40x60-cool-barrier-bubble-pallet-cover-thermal-protection-case-of-5/,https://packrift.com/products/48x40x60-cool-barrier-bubble-pallet-cover-thermal-protection-case-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",218.56,43.712,$5+ per unit,100,19.58,lb,3.916,1 to 5 lb per unit,48,40,60,115200,23040,catalog approved,active listing,in stock
T24857OUTDW,"24x8x57"" ECT-48 Double Wall Telescoping Outer Boxes - Adjustable, Bundle of 5",https://packrift.github.io/products/t24857outdw-24x8x57-ect-48-double-wall-telescoping-outer-boxes-adjustable-bundle-of-5/,https://packrift.com/products/24x8x57-ect-48-double-wall-telescoping-outer-boxes-adjustable-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",84.11,16.822,$5+ per unit,100,34.22,lb,6.844,5+ lb per unit,24,8,57,10944,2188.8,catalog approved,active listing,in stock
FCSC24242,"24x24x2"" Charcoal Convoluted Foam Sheets - Professional Cushioning, Case of 6",https://packrift.github.io/products/fcsc24242-24x24x2-charcoal-convoluted-foam-sheets-professional-cushioning-case-of-6/,https://packrift.com/products/24x24x2-charcoal-convoluted-foam-sheets-professional-cushioning-case-of-6,Boxes,"Bubble, Foam & Cushioning",6,"small packs, 1-10 units",123.4,20.566667,$5+ per unit,200,6.54,lb,1.09,1 to 5 lb per unit,24,24,2,1152,192,catalog approved,active listing,in stock
FSB700,"24x12x10 Corrugated File Storage Drawers Steel Frame, Case of 6",https://packrift.github.io/products/fsb700-24x12x10-corrugated-file-storage-drawers-steel-frame-case-of-6/,https://packrift.com/products/24x12x10-corrugated-file-storage-drawers-steel-frame-case-of-6,Boxes,Boxes - Corrugated,6,"small packs, 1-10 units",347.02,57.836667,$5+ per unit,200,26.16,lb,4.36,1 to 5 lb per unit,24,12,10,2880,480,catalog approved,active listing,in stock
FSB720,"24x15x10 Corrugated Steel File Storage Drawers - 5-High Stackable, Case of 6",https://packrift.github.io/products/fsb720-24x15x10-corrugated-steel-file-storage-drawers-5-high-stackable-case-of-6/,https://packrift.com/products/24x15x10-corrugated-steel-file-storage-drawers-5-high-stackable-case-of-6,Boxes,Boxes - Corrugated,6,"small packs, 1-10 units",482.32,80.386667,$5+ per unit,100,29.78,lb,4.963333,1 to 5 lb per unit,24,15,10,3600,600,catalog approved,active listing,in stock
202C,"6x5x4.5"" EPS Foam Insulated Shipping Kit - Temperature Control, Case of 8",https://packrift.github.io/products/202c-6x5x4-5-eps-foam-insulated-shipping-kit-temperature-control-case-of-8/,https://packrift.com/products/6x5x4-5-eps-foam-insulated-shipping-kit-temperature-control-case-of-8,Boxes,Boxes - Corrugated,8,"small packs, 1-10 units",70.69,8.83625,$5+ per unit,400,8.76,lb,1.095,1 to 5 lb per unit,6,5,4.5,135,16.875,catalog approved,active listing,in stock
207C,"8x6x7 EPS Foam Insulated Shipping Kit - Perishable Protection, Case of 8",https://packrift.github.io/products/207c-8x6x7-eps-foam-insulated-shipping-kit-perishable-protection-case-of-8/,https://packrift.com/products/8x6x7-eps-foam-insulated-shipping-kit-perishable-protection-case-of-8,Boxes,Boxes - Corrugated,8,"small packs, 1-10 units",87,10.875,$5+ per unit,500,12.78,lb,1.5975,1 to 5 lb per unit,8,6,7,336,42,catalog approved,active listing,in stock
209C,"8x6x9 Insulated Shipping Kit - EPS Foam Corrugated Box, Case of 8",https://packrift.github.io/products/209c-8x6x9-insulated-shipping-kit-eps-foam-corrugated-box-case-of-8/,https://packrift.com/products/8x6x9-insulated-shipping-kit-eps-foam-corrugated-box-case-of-8,Boxes,Boxes - Corrugated,8,"small packs, 1-10 units",88.32,11.04,$5+ per unit,500,13.36,lb,1.67,1 to 5 lb per unit,8,6,9,432,54,catalog approved,active listing,in stock
209F,"8x6x9"" Insulated Foam Shipping Container - Crushproof Protection, Case of 8",https://packrift.github.io/products/209f-8x6x9-insulated-foam-shipping-container-crushproof-protection-case-of-8/,https://packrift.com/products/8x6x9-insulated-foam-shipping-container-crushproof-protection-case-of-8,Boxes,Boxes - Corrugated,8,"small packs, 1-10 units",70.77,8.84625,$5+ per unit,200,8.72,lb,1.09,1 to 5 lb per unit,8,6,9,432,54,catalog approved,active listing,in stock
FCSC24362,"24x36x2"" Charcoal Convoluted Foam Sheets - Professional Cushioning, Case of 9",https://packrift.github.io/products/fcsc24362-24x36x2-charcoal-convoluted-foam-sheets-professional-cushioning-case-of-9/,https://packrift.com/products/24x36x2-charcoal-convoluted-foam-sheets-professional-cushioning-case-of-9,Boxes,"Bubble, Foam & Cushioning",9,"small packs, 1-10 units",271.86,30.206667,$5+ per unit,100,12.4,lb,1.377778,1 to 5 lb per unit,24,36,2,1728,192,catalog approved,active listing,in stock
FSA26184,"26x18x4"" Anti-Static Foam Shipper - 200# Corrugated, Case of 9",https://packrift.github.io/products/fsa26184-26x18x4-anti-static-foam-shipper-200-corrugated-case-of-9/,https://packrift.com/products/26x18x4-anti-static-foam-shipper-200-corrugated-case-of-9,Boxes,"Bubble, Foam & Cushioning",9,"small packs, 1-10 units",326.45,36.272222,$5+ per unit,100,26.19,lb,2.91,1 to 5 lb per unit,26,18,4,1872,208,catalog approved,active listing,in stock
161626,"16x16x26 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/161626-16x16x26-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/16x16x26-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",29.37,2.937,$1 to $5 per unit,500,20.8,lb,2.08,1 to 5 lb per unit,16,16,26,6656,665.6,catalog approved,active listing,in stock
161636,16x16x36 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/161636-16x16x36-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/16x16x36-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",40.66,4.066,$1 to $5 per unit,400,25.6,lb,2.56,1 to 5 lb per unit,16,16,36,9216,921.6,catalog approved,active listing,in stock
181412RP10,"18x14x12"" ECT-32 Kraft Corrugated Boxes - 10 Pack Retail",https://packrift.github.io/products/181412rp10-18x14x12-ect-32-kraft-corrugated-boxes-10-pack-retail/,https://packrift.com/products/18x14x12-ect-32-kraft-corrugated-boxes-10-pack-retail,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",20.18,2.018,$1 to $5 per unit,500,13.2,lb,1.32,1 to 5 lb per unit,18,14,12,3024,302.4,catalog approved,active listing,in stock
181836,18x18x36 ECT-32 Kraft Tall Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/181836-18x18x36-ect-32-kraft-tall-corrugated-boxes-bundle-of-10/,https://packrift.com/products/18x18x36-ect-32-kraft-tall-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",47.89,4.789,$1 to $5 per unit,500,28.6,lb,2.86,1 to 5 lb per unit,18,18,36,11664,1166.4,catalog approved,active listing,in stock
191919,"19x19x19 ECT-32 Kraft Corrugated Boxes - Cube Storage, Bundle of 10",https://packrift.github.io/products/191919-19x19x19-ect-32-kraft-corrugated-boxes-cube-storage-bundle-of-10/,https://packrift.com/products/19x19x19-ect-32-kraft-corrugated-boxes-cube-storage-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",33.98,3.398,$1 to $5 per unit,500,21.96,lb,2.196,1 to 5 lb per unit,19,19,19,6859,685.9,catalog approved,active listing,in stock
201810,"20x18x10 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 10",https://packrift.github.io/products/201810-20x18x10-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10/,https://packrift.com/products/20x18x10-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",23.61,2.361,$1 to $5 per unit,500,15.54,lb,1.554,1 to 5 lb per unit,20,18,10,3600,360,catalog approved,active listing,in stock
201812,20x18x12 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/201812-20x18x12-ect-32-kraft-corrugated-boxes-ai-bundle-of-10/,https://packrift.com/products/20x18x12-ect-32-kraft-corrugated-boxes-ai-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",25.93,2.593,$1 to $5 per unit,500,17.02,lb,1.702,1 to 5 lb per unit,20,18,12,4320,432,catalog approved,active listing,in stock
201814,"20x18x14"" ECT-32 Kraft Corrugated Boxes - Bundle of 10",https://packrift.github.io/products/201814-20x18x14-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/20x18x14-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",27.49,2.749,$1 to $5 per unit,500,19.22,lb,1.922,1 to 5 lb per unit,20,18,14,5040,504,catalog approved,active listing,in stock
201816,"20x18x16 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 10",https://packrift.github.io/products/201816-20x18x16-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-10/,https://packrift.com/products/20x18x16-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",28.67,2.867,$1 to $5 per unit,500,22.04,lb,2.204,1 to 5 lb per unit,20,18,16,5760,576,catalog approved,active listing,in stock
201820,20x18x20 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/201820-20x18x20-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/20x18x20-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",39.62,3.962,$1 to $5 per unit,300,20.8,lb,2.08,1 to 5 lb per unit,20,18,20,7200,720,catalog approved,active listing,in stock
201822,20x18x22 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/201822-20x18x22-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/20x18x22-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",36.93,3.693,$1 to $5 per unit,500,22.44,lb,2.244,1 to 5 lb per unit,20,18,22,7920,792,catalog approved,active listing,in stock
202025,"20x20x25 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 10",https://packrift.github.io/products/202025-20x20x25-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10/,https://packrift.com/products/20x20x25-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",39.72,3.972,$1 to $5 per unit,400,26.82,lb,2.682,1 to 5 lb per unit,20,20,25,10000,1000,catalog approved,active listing,in stock
221712,"22x17x12 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 10",https://packrift.github.io/products/221712-22x17x12-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-10/,https://packrift.com/products/22x17x12-ect-32-kraft-corrugated-boxes-reliable-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",21.84,2.184,$1 to $5 per unit,500,16.54,lb,1.654,1 to 5 lb per unit,22,17,12,4488,448.8,catalog approved,active listing,in stock
222216,"22x22x16 ECT-32 Kraft Corrugated Boxes - Reliable Strength, Bundle of 10",https://packrift.github.io/products/222216-22x22x16-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-10/,https://packrift.com/products/22x22x16-ect-32-kraft-corrugated-boxes-reliable-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",36.52,3.652,$1 to $5 per unit,500,22.94,lb,2.294,1 to 5 lb per unit,22,22,16,7744,774.4,catalog approved,active listing,in stock
222222,"22x22x22"" ECT-32 Kraft Corrugated Cube Boxes - Bundle of 10",https://packrift.github.io/products/222222-22x22x22-ect-32-kraft-corrugated-cube-boxes-bundle-of-10/,https://packrift.com/products/22x22x22-ect-32-kraft-corrugated-cube-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",37.15,3.715,$1 to $5 per unit,500,30.02,lb,3.002,1 to 5 lb per unit,22,22,22,10648,1064.8,catalog approved,active listing,in stock
222230,"22x22x30 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/222230-22x22x30-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/22x22x30-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",72.6,7.26,$5+ per unit,200,34.6,lb,3.46,1 to 5 lb per unit,22,22,30,14520,1452,catalog approved,active listing,in stock
231712,"23x17x12"" ECT-32 Kraft Corrugated Boxes - Bundle of 10",https://packrift.github.io/products/231712-23x17x12-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/23x17x12-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",27.65,2.765,$1 to $5 per unit,500,17.32,lb,1.732,1 to 5 lb per unit,23,17,12,4692,469.2,catalog approved,active listing,in stock
241224,"24x12x24 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 10",https://packrift.github.io/products/241224-24x12x24-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10/,https://packrift.com/products/24x12x24-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",30.88,3.088,$1 to $5 per unit,500,19.9,lb,1.99,1 to 5 lb per unit,24,12,24,6912,691.2,catalog approved,active listing,in stock
241418,24x14x18 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/241418-24x14x18-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/24x14x18-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",28.1,2.81,$1 to $5 per unit,500,17.6,lb,1.76,1 to 5 lb per unit,24,14,18,6048,604.8,catalog approved,active listing,in stock
241612,"24x16x12 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 10",https://packrift.github.io/products/241612-24x16x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10/,https://packrift.com/products/24x16x12-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",23.75,2.375,$1 to $5 per unit,500,16.14,lb,1.614,1 to 5 lb per unit,24,16,12,4608,460.8,catalog approved,active listing,in stock
241616,"24x16x16 ECT-32 Kraft Corrugated Boxes - Standard Strength, Bundle of 10",https://packrift.github.io/products/241616-24x16x16-ect-32-kraft-corrugated-boxes-standard-strength-bundle-of-10/,https://packrift.com/products/24x16x16-ect-32-kraft-corrugated-boxes-standard-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",25.66,2.566,$1 to $5 per unit,500,18.2,lb,1.82,1 to 5 lb per unit,24,16,16,6144,614.4,catalog approved,active listing,in stock
241624,"24x16x24 ECT-32 Kraft Corrugated Boxes - Standard Strength Shipping, Bundle of 10",https://packrift.github.io/products/241624-24x16x24-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10/,https://packrift.com/products/24x16x24-ect-32-kraft-corrugated-boxes-standard-strength-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",35.8,3.58,$1 to $5 per unit,500,22.2,lb,2.22,1 to 5 lb per unit,24,16,24,9216,921.6,catalog approved,active listing,in stock
241810,"24x18x10 ECT-32 Kraft Corrugated Boxes - Durable Shipping, Bundle of 10",https://packrift.github.io/products/241810-24x18x10-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-10/,https://packrift.com/products/24x18x10-ect-32-kraft-corrugated-boxes-durable-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",26.26,2.626,$1 to $5 per unit,500,16.66,lb,1.666,1 to 5 lb per unit,24,18,10,4320,432,catalog approved,active listing,in stock
241818,24x18x18 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/241818-24x18x18-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/24x18x18-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",31.97,3.197,$1 to $5 per unit,500,22.32,lb,2.232,1 to 5 lb per unit,24,18,18,7776,777.6,catalog approved,active listing,in stock
241818DPB,"24x18x18 ECT-32 Kraft Moving Boxes - Deluxe Flap Design, Bundle of 10",https://packrift.github.io/products/241818dpb-24x18x18-ect-32-kraft-moving-boxes-deluxe-flap-design-bundle-of-10/,https://packrift.com/products/24x18x18-ect-32-kraft-moving-boxes-deluxe-flap-design-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",45.85,4.585,$1 to $5 per unit,500,22.42,lb,2.242,1 to 5 lb per unit,24,18,18,7776,777.6,catalog approved,active listing,in stock
241824,"24x18x24"" ECT-32 Kraft Corrugated Boxes - Bundle of 10",https://packrift.github.io/products/241824-24x18x24-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/24x18x24-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",38.52,3.852,$1 to $5 per unit,400,25.86,lb,2.586,1 to 5 lb per unit,24,18,24,10368,1036.8,catalog approved,active listing,in stock
241824DPB,24x18x24 ECT-32 Kraft Deluxe Packing Boxes - Bundle of 10,https://packrift.github.io/products/241824dpb-24x18x24-ect-32-kraft-deluxe-packing-boxes-bundle-of-10/,https://packrift.com/products/24x18x24-ect-32-kraft-deluxe-packing-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",59.61,5.961,$5+ per unit,300,25.6,lb,2.56,1 to 5 lb per unit,24,18,24,10368,1036.8,catalog approved,active listing,in stock
241836,24x18x36 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/241836-24x18x36-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/24x18x36-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",95.58,9.558,$5+ per unit,100,34.4,lb,3.44,1 to 5 lb per unit,24,18,36,15552,1555.2,catalog approved,active listing,in stock
242010,"24x20x10 ECT-32 Kraft Corrugated Boxes - Reliable Shipping, Bundle of 10",https://packrift.github.io/products/242010-24x20x10-ect-32-kraft-corrugated-boxes-ai-reliable-shipping-bundle-of-10/,https://packrift.com/products/24x20x10-ect-32-kraft-corrugated-boxes-ai-reliable-shipping-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",29.55,2.955,$1 to $5 per unit,500,20.2,lb,2.02,1 to 5 lb per unit,24,20,10,4800,480,catalog approved,active listing,in stock
242012,24x20x12 ECT-32 Kraft Corrugated Boxes - Bundle of 10,https://packrift.github.io/products/242012-24x20x12-ect-32-kraft-corrugated-boxes-bundle-of-10/,https://packrift.com/products/24x20x12-ect-32-kraft-corrugated-boxes-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",31.41,3.141,$1 to $5 per unit,500,20.84,lb,2.084,1 to 5 lb per unit,24,20,12,5760,576,catalog approved,active listing,in stock
242014,"24x20x14"" ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 10",https://packrift.github.io/products/242014-24x20x14-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10/,https://packrift.com/products/24x20x14-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",32.74,3.274,$1 to $5 per unit,500,25.2,lb,2.52,1 to 5 lb per unit,24,20,14,6720,672,catalog approved,active listing,in stock
242016,"24x20x16 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 10",https://packrift.github.io/products/242016-24x20x16-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10/,https://packrift.com/products/24x20x16-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-10,Boxes,Boxes - Corrugated,10,"small packs, 1-10 units",34.68,3.468,$1 to $5 per unit,500,22.2,lb,2.22,1 to 5 lb per unit,24,20,16,7680,768,catalog approved,active listing,in stock
